Start,Finish,Distance (mi),Steps (count)
08-Sep-2017 00:00,09-Sep-2017 00:00,2.76631969299131,5932.0
09-Sep-2017 00:00,10-Sep-2017 00:00,2.59601310634738,5489.0
10-Sep-2017 00:00,11-Sep-2017 00:00,3.28652906574475,8017.0
11-Sep-2017 00:00,12-Sep-2017 00:00,3.34564269665208,7001.0
12-Sep-2017 00:00,13-Sep-2017 00:00,4.09592379119177,9028.0
13-Sep-2017 00:00,14-Sep-2017 00:00,3.74410940109885,7639.0
14-Sep-2017 00:00,15-Sep-2017 00:00,7.65102516030819,16954.0
15-Sep-2017 00:00,16-Sep-2017 00:00,10.0761850906605,21888.0
16-Sep-2017 00:00,17-Sep-2017 00:00,4.5469893323015,9879.0
17-Sep-2017 00:00,18-Sep-2017 00:00,5.51261259245783,11724.0
18-Sep-2017 00:00,19-Sep-2017 00:00,1.05604519605463,2337.0
19-Sep-2017 00:00,20-Sep-2017 00:00,2.35001342162201,5177.0
20-Sep-2017 00:00,21-Sep-2017 00:00,2.02998861648501,4122.0
21-Sep-2017 00:00,22-Sep-2017 00:00,2.0664817465996,4227.0
22-Sep-2017 00:00,23-Sep-2017 00:00,0.639210759166589,1416.0
23-Sep-2017 00:00,24-Sep-2017 00:00,2.44328361152031,5553.0
24-Sep-2017 00:00,25-Sep-2017 00:00,0.942731945438598,2011.0
25-Sep-2017 00:00,26-Sep-2017 00:00,1.97307101527023,3985.0
26-Sep-2017 00:00,27-Sep-2017 00:00,2.11710013989464,5010.05631749101
27-Sep-2017 00:00,28-Sep-2017 00:00,2.38974057843855,5960.94368250899
28-Sep-2017 00:00,29-Sep-2017 00:00,0.588289389962841,1262.0
29-Sep-2017 00:00,30-Sep-2017 00:00,2.23699842917347,4608.0
30-Sep-2017 00:00,01-Oct-2017 00:00,2.62966152668136,6653.0
01-Oct-2017 00:00,02-Oct-2017 00:00,2.19995227869336,4745.0
02-Oct-2017 00:00,03-Oct-2017 00:00,2.88604549431112,5954.0
03-Oct-2017 00:00,04-Oct-2017 00:00,1.7849136045522,3770.0
04-Oct-2017 00:00,05-Oct-2017 00:00,1.99816819772788,4044.0
05-Oct-2017 00:00,06-Oct-2017 00:00,1.78598236299958,3769.0
06-Oct-2017 00:00,07-Oct-2017 00:00,3.78073647384003,8836.0
07-Oct-2017 00:00,08-Oct-2017 00:00,1.5751946134575,3356.0
08-Oct-2017 00:00,09-Oct-2017 00:00,0.0137323033484306,31.0
09-Oct-2017 00:00,10-Oct-2017 00:00,0.91453412073472,2321.0
10-Oct-2017 00:00,11-Oct-2017 00:00,1.48246832235799,3453.0
11-Oct-2017 00:00,12-Oct-2017 00:00,2.5485912815848,6572.0
12-Oct-2017 00:00,13-Oct-2017 00:00,1.40764808518182,3421.0
13-Oct-2017 00:00,14-Oct-2017 00:00,1.99157544937427,4320.0
14-Oct-2017 00:00,15-Oct-2017 00:00,2.32542576354282,5049.0
15-Oct-2017 00:00,16-Oct-2017 00:00,1.84980961186575,4630.0
16-Oct-2017 00:00,17-Oct-2017 00:00,1.01954585222225,2292.0
17-Oct-2017 00:00,18-Oct-2017 00:00,2.14153717290881,4984.0
18-Oct-2017 00:00,19-Oct-2017 00:00,2.75149999005769,5548.0
19-Oct-2017 00:00,20-Oct-2017 00:00,2.43653314642826,5089.0
20-Oct-2017 00:00,21-Oct-2017 00:00,2.00799207627733,4191.0
21-Oct-2017 00:00,22-Oct-2017 00:00,2.13867886542634,4549.0
22-Oct-2017 00:00,23-Oct-2017 00:00,1.52915100811258,3866.0
23-Oct-2017 00:00,24-Oct-2017 00:00,2.21949039352856,5037.0
24-Oct-2017 00:00,25-Oct-2017 00:00,2.59916303406093,5376.0
25-Oct-2017 00:00,26-Oct-2017 00:00,0.750324355762076,1607.0
26-Oct-2017 00:00,27-Oct-2017 00:00,1.97901132387239,3995.0
27-Oct-2017 00:00,28-Oct-2017 00:00,2.29736464050187,4848.0
28-Oct-2017 00:00,29-Oct-2017 00:00,1.09594965402089,2391.0
29-Oct-2017 00:00,30-Oct-2017 00:00,2.09201388889027,4640.0
30-Oct-2017 00:00,31-Oct-2017 00:00,2.0000012427464,4470.0
31-Oct-2017 00:00,01-Nov-2017 00:00,1.95101855165831,4415.0
01-Nov-2017 00:00,02-Nov-2017 00:00,1.74131198799447,3852.0
02-Nov-2017 00:00,03-Nov-2017 00:00,1.80662431401039,4025.0
03-Nov-2017 00:00,04-Nov-2017 00:00,1.83493398552384,3891.0
04-Nov-2017 00:00,05-Nov-2017 00:00,2.99656878827539,6423.0
05-Nov-2017 00:00,06-Nov-2017 00:00,0.0,0.0
06-Nov-2017 00:00,07-Nov-2017 00:00,1.59036228425924,3476.0
07-Nov-2017 00:00,08-Nov-2017 00:00,2.40480593335382,5005.0
08-Nov-2017 00:00,09-Nov-2017 00:00,2.20073520639827,4620.0
09-Nov-2017 00:00,10-Nov-2017 00:00,2.28906933508364,4928.0
10-Nov-2017 00:00,11-Nov-2017 00:00,1.85461902489662,4284.0
11-Nov-2017 00:00,12-Nov-2017 00:00,0.444448172671899,920.0
12-Nov-2017 00:00,13-Nov-2017 00:00,0.254395579813473,543.0
13-Nov-2017 00:00,14-Nov-2017 00:00,2.09060337628309,4467.0
